"N","GR","WL%","PGR","PWL%","CC","C","HOF","Sport"
"Tom Thibodeau",7.29268292682927,0.589,3.5,0.429,0,0,0,"basketball"
"Tom Trebelhorn",5.75308641975309,0.505,0,0,0,0,0,"baseball"
"Tom Watt",5.97560975609756,0.411214953271028,0.625,0.1,0,0,0,"hockey"
"Tom Webster",3.14634146341463,0.538116591928251,1.75,0.429,0,0,0,"hockey"
"Tom York",0.592592592592593,0.602,0,0,0,0,0,"baseball"
"Tommy Bond",0.037037037037037,0.333,0,0,0,0,0,"baseball"
"Tommy Dowd",0.567901234567901,0.341,0,0,0,0,0,"baseball"
"Tommy Gorman",3.98780487804878,0.50188679245283,1.5625,0.6,2,2,1,"hockey"
"Tommy Helms",0.395061728395062,0.438,0,0,0,0,0,"baseball"
"Tommy Holmes",0.802469135802469,0.469,0,0,0,0,0,"baseball"
"Tommy Hudspeth",1.5,0.458,0,0,0,0,0,"football"
"Tommy Hughitt",3.5,0.694,0,0,0,0,0,"football"
"Tommy Ivan",6.98780487804878,0.623376623376623,4.1875,0.537,3,3,1,"hockey"
"Tommy McCarthy",0.166666666666667,0.556,0,0,0,0,1,"baseball"
"Tommy Prothro",5.5,0.408,0,0,0,0,0,"football"
"Tony Barone",0.634146341463415,0.308,0,0,0,0,0,"basketball"
"Tony Brown",0.548780487804878,0.244,0,0,0,0,0,"basketball"
"Tony DeFrancesco",0.253086419753086,0.39,0,0,0,0,0,"baseball"
"Tony DiLeo",0.719512195121951,0.542,0.375,0.333,0,0,0,"basketball"
"Tony Dungy",13,0.668,6.33333333333333,0.474,1,1,1,"football"
"Tony Granato",2.6219512195122,0.571428571428571,1.125,0.5,0,0,0,"hockey"
"Tony La Russa",31.462962962963,0.536,11.6363636363636,0.547,6,3,1,"baseball"
"Tony Muser",4.61728395061728,0.424,0,0,0,0,0,"baseball"
"Tony Pena",2.98148148148148,0.41,0,0,0,0,0,"baseball"
"Tony Perez",0.975308641975309,0.468,0,0,0,0,1,"baseball"
"Tony Sparano",4.5625,0.438,0.333333333333333,0,0,0,0,"football"
"Torey Lovullo",3,0.535,0.363636363636364,0.25,0,0,0,"baseball"
"Travis Green",2.84146341463415,0.497560975609756,0,0,0,0,0,"hockey"
"Trent Yawney",1.25609756097561,0.375,0,0,0,0,0,"hockey"
"Trey Hillman",2.21604938271605,0.423,0,0,0,0,0,"baseball"
"Tris Speaker",7.03086419753086,0.543,0.636363636363636,0.714,1,1,1,"baseball"
"Turk Edwards",2.1875,0.471,0,0,0,0,1,"football"
"Tut Imlay",0.625,0.667,0,0,0,0,0,"football"
"Ty Cobb",5.75925925925926,0.519,0,0,0,0,1,"baseball"
"Tyrone Corbin",3.48780487804878,0.416,0.25,0,0,0,0,"basketball"
"Tyronn Lue",2.57317073170732,0.607,3.8125,0.672,3,1,0,"basketball"
"Untz Brewer",0.625,0.375,0,0,0,0,0,"football"
"Vance Joseph",2,0.344,0,0,0,0,0,"football"
"Vedie Himsl",0.197530864197531,0.323,0,0,0,0,0,"baseball"
"Vern Benson",0.00617283950617284,1,0,0,0,0,0,"baseball"
"Vern Rapp",1.85185185185185,0.467,0,0,0,0,0,"baseball"
"Vic Fangio",1,0.438,0,0,0,0,0,"football"
"Vic Stasiuk",3.74390243902439,0.365145228215768,0.25,0,0,0,0,"hockey"
"Vince Boryla",2.01219512195122,0.485,0,0,0,0,0,"basketball"
"Vince Lombardi",8.5,0.738,3.33333333333333,0.9,5,5,1,"football"
"Vince Tobin",4.4375,0.394,0.666666666666667,0.5,0,0,0,"football"
"Vinny Del Negro",4.80487804878049,0.533,1.8125,0.345,0,0,0,"basketball"
"Wade Phillips",9.125,0.562,2,0.167,0,0,0,"football"
"Wally Fessenden",0.0679012345679012,0.364,0,0,0,0,0,"baseball"
"Wally Hess",1.125,0.2,0,0,0,0,0,"football"
"Wally Jones",0.146341463414634,0.583,0.1875,0.333,0,0,0,"basketball"
"Wally Lemm",8.4375,0.5,1,0.333,1,1,0,"football"
"Wally McIlwain",0.125,0,0,0,0,0,0,"football"
"Walt Budko",0.353658536585366,0.345,0,0,0,0,0,"basketball"
"Walt Driskill",0.5,0.125,0,0,0,0,0,"football"
"Walt Kiesling",5.625,0.353,0,0,0,0,1,"football"
"Walt Koppisch",0.5625,0.143,0,0,0,0,0,"football"
"Walt Michaels",5.4375,0.454,1.33333333333333,0.5,0,0,0,"football"
"Walt Weiss",4,0.437,0,0,0,0,0,"baseball"
"Walter Alston",22.5802469135802,0.558,4,0.523,7,4,1,"baseball"
"Walter Blair",0.0123456790123457,0.5,0,0,0,0,0,"baseball"
"Walter Hewett",0.246913580246914,0.256,0,0,0,0,0,"baseball"
"Walter Johnson",5.96296296296296,0.55,0,0,0,0,1,"baseball"
"Warren White",0.290123456790123,0.191,0,0,0,0,0,"baseball"
"Watch Burnham",0.172839506172839,0.214,0,0,0,0,0,"baseball"
"Wayne Brenkert",0.625,0.3,0,0,0,0,0,"football"
"Wayne Cashman",0.74390243902439,0.615384615384615,0,0,0,0,0,"hockey"
"Wayne Fontes",8.3125,0.496,1.66666666666667,0.2,0,0,0,"football"
"Wayne Gretzky",4,0.470394736842105,0,0,0,0,1,"hockey"
"Wayne Maxner",1.57317073170732,0.333333333333333,0,0,0,0,0,"hockey"
"Wayne Millner",0.625,0.2,0,0,0,0,1,"football"
"Weeb Ewbank",16.625,0.502,1.66666666666667,0.8,3,3,1,"football"
"Wes Unseld",6.67073170731707,0.369,0.3125,0.4,0,0,0,"basketball"
"Wes Westrum",3.87037037037037,0.415,0,0,0,0,0,"baseball"
"Whitey Herzog",14.8703703703704,0.532,4.63636363636364,0.51,3,1,1,"baseball"
"Whitey Lockman",1.96913580246914,0.492,0,0,0,0,0,"baseball"
"Wilbert Robinson",17.3950617283951,0.5,1.09090909090909,0.25,2,0,1,"baseball"
"Will White",0.444444444444444,0.62,0,0,0,0,0,"baseball"
"Willie Desjardins",3.84146341463415,0.485714285714286,0.375,0.333,0,0,0,"hockey"
"Willie Randolph",3.42592592592593,0.544,0.909090909090909,0.6,0,0,0,"baseball"
"Willie Wilkin",0.3125,0.5,0,0,0,0,0,"football"
"Willis Reed",2.51219512195122,0.398,0.375,0.333,0,0,0,"basketball"
"Wren Blair",1.79268292682927,0.424778761061947,0.875,0.5,0,0,0,"hockey"
"Yogi Berra",5.74074074074074,0.522,1.72727272727273,0.474,2,0,1,"baseball"
"Zac Taylor",1,0.125,0,0,0,0,0,"football"
"Zack Taylor",4.00617283950617,0.364,0,0,0,0,0,"baseball"
